id,budget,genres,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,DiaSemana,Mes,cast,crew
42228,0.0,"['Mystery', 'Crime', 'Comedy']",0.78483,1977-02-10,0.0,The Late Show,5.9,11.0,1977,0.0,Jueves,Febrero,"['Art Carney', 'Lily Tomlin', 'Bill Macy', 'Eugene Roche', 'Joanna Cassidy', 'John Considine', 'Ruth Nelson', 'John Davey', 'Howard Duff']","['William A. Sawyer', 'Robert Benton', 'Robert Benton', 'Robert Gould', 'Lou Lombardo', 'Robert Altman', 'Scott Bushnell', 'Robert Eggenweiler', 'Charles Rosher Jr.', 'Kenneth Wannberg', 'Peter Appleton', 'Monty Westmore', 'Mary Elizabeth Still', 'Dennis J. Parrish']"
117467,0.0,"['Comedy', 'Drama', 'Romance']",0.828915,2012-09-06,0.0,Mostly Sunny,6.2,11.0,2012,0.0,Jueves,Septiembre,"['Max Riemelt', 'Anna Fischer', 'Jessica Schwarz', 'Elyas M’Barek', 'Dieter Tappert', 'Johann von Bülow', 'Stephan Luca']","['Marco Petry', 'Marco Petry', 'Axel Staeck', 'Markus Brinkmann']"
46783,0.0,['Drama'],0.700147,1998-01-01,0.0,Fiona,5.7,5.0,1998,0.0,Jueves,Enero,['Anna Levine'],['Amos Kollek']
156388,0.0,,0.008399,1932-10-30,0.0,The Pie-Covered Wagon,0.0,0.0,1932,0.0,Domingo,Octubre,"['Shirley Temple', 'Eugene Butler', 'Eugene Butler', 'Philip Hurlic', 'Arthur J. Maskery', 'Jimmie Milliken']","['Jack Hays', 'Charles Lamont', 'Jack Hays']"
42499,0.0,"['Mystery', 'Horror']",0.801941,1971-08-18,0.0,The Night Evelyn Came out of the Grave,6.4,12.0,1971,0.0,Miércoles,Agosto,"['Anthony Steffen', 'Marina Malfatti', 'Erika Blanc', 'Giacomo Rossi-Stuart', 'Enzo Tarascio', 'Umberto Raho', 'Roberto Maldera', 'Joan C. Davis']","['Bruno Nicolai', 'Gastone Di Giovanni', 'Fabio Pittorru', 'Fabio Pittorru', 'Emilio Miraglia', 'Emilio Miraglia', 'Massimo Felisatti', 'Massimo Felisatti', 'Romeo Ciatti', 'Lorenzo Baraldi', 'Lorenzo Baraldi', 'Antonio Sarno']"
27012,0.0,['Comedy'],0.326243,1972-07-01,0.0,Bone,8.3,4.0,1972,0.0,Sábado,Julio,"['Yaphet Kotto', 'Andrew Duggan', 'Jeannie Berlin', 'Joyce Van Patten', 'Casey King', 'Brett Somers']","['Larry Cohen', 'Larry Cohen']"
292177,0.0,"['Family', 'Animation', 'Music']",1.340019,2014-09-27,0.0,My Little Pony: Equestria Girls - Rainbow Rocks,6.6,19.0,2014,0.0,Sábado,Septiembre,"['Tara Strong', 'Tabitha St. Germain', 'Andrea Libman', 'Ashleigh Ball', 'Nicole Oliver', 'Kazumi Evans', 'Cathy Weseluck', 'Rebecca Shoichet', 'Maryke Hendrikse', 'Diana Kaarina', 'Vincent Tong', 'Kathleen Barr', 'Lee Tockar', 'Richard Ian Cox', 'Michelle Creber', 'Shannon Chan-Kent']","['William Anderson', 'Daniel Ingram', 'Meghan McCarthy', 'Jayson Thiessen', 'Ishi Rudell']"
55721,32500000.0,"['Comedy', 'Romance']",6.810991,2011-04-28,288383523.0,Bridesmaids,6.5,1697.0,2011,8.87333916923077,Jueves,Abril,"['Kristen Wiig', 'Rose Byrne', 'Maya Rudolph', 'Wendi McLendon-Covey', 'Ellie Kemper', 'Melissa McCarthy', ""Chris O'Dowd"", 'Jon Hamm', 'Jessica St. Clair', 'Tom Yi', 'Elaine Kao', 'Michael Hitchcock', 'Kali Hawk', 'Joe Nunez', 'Rebel Wilson', 'Matt Lucas', 'Jill Clayburgh', 'Greg Tuculescu', 'Terry Crews', 'Carnie Wilson', 'Wendy Wilson', 'Chynna Philips', 'Brennan Crewe', 'Mia Rose Frampton', 'Mitch Silpa', 'Dana Powell', 'Brian Petsos']","['Michael Andrews', 'Clayton Townsend', 'Barry Mendel', 'Robert D. Yeoman', 'Douglas A. Mowat', 'Christine Wada', 'George H. Anderson', 'Marc Fishman', 'Keith P. Cunningham', 'Leesa Evans', 'Judd Apatow', 'Allison Jones', 'Jefferson Sage', 'Kristen Wiig', 'Kristen Wiig', 'William Kerr', 'Michael L. Sale', 'Paul Feig', 'Paul Feig', 'Cindy Marty', 'Annie Mumolo', 'Annie Mumolo', 'Jessie Graff', 'Jonathan Karp', 'James Matheny', 'Adam Jenkins', 'Heba Thorisdottir', 'Larry Kemp', 'Casey Hotchkiss', 'Sheila Waldron', 'Chris Haarhoff', 'Chris Haarhoff', 'Janine Rath', 'Jose Zamora', 'Suzanne Hanover', 'David Danon', 'Ari Jacobs', 'Ken McLaughlin', 'Donald Frazee']"
101206,0.0,"['Drama', 'Romance', 'Thriller']",0.09855,1944-02-18,0.0,Action in Arabia,6.0,1.0,1944,0.0,Viernes,Febrero,"['George Sanders', 'Virginia Bruce', 'Lenore Aubert', 'Gene Lockhart', 'Robert Armstrong']","['Leonide Moguy', 'Philip MacDonald', 'Herbert J. Biberman', 'Mel Berns', 'J. Roy Hunt']"
153272,0.0,"['Fantasy', 'Animation', 'Adventure']",0.628835,1994-01-01,0.0,Taxandria,7.0,4.0,1994,0.0,Sábado,Enero,"['Armin Mueller-Stahl', 'Elliott Spiers', 'Katja Studt', 'Richard Kattan', 'Julien Schoenaerts', 'Andrew Sachs', 'Daniel Emilfork', 'Cris Campion', 'Robert Lemaire', 'Joris Van Ransbeeck', 'Ferenc Dávid Kiss', 'Zsuzsa Holl', 'John Truscott']","['Alain Robbe-Grillet', 'Raoul Servais']"
26277,0.0,"['Drama', 'Comedy', 'Romance']",1.373044,2002-08-08,0.0,Mujhse Dosti Karoge!,6.1,15.0,2002,0.0,Jueves,Agosto,"['Hrithik Roshan', 'Rani Mukerji', 'Kareena Kapoor', 'Satish Shah', 'Himani Shivpuri', 'Kiran Kumar', 'Smita Jaykar', 'Sachin Khedekar', 'Uday Chopra', 'Parikshat Sahni', 'Maya Alagh', 'Namuna Nembang', 'Barkha Singh', 'Charmi Kaur']","['Yash Chopra', 'Aditya Chopra', 'Aditya Chopra', 'Kunal Kohli', 'Kunal Kohli', 'Ravi K. Chandran', 'Rahul Sharma']"
817,33000000.0,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",13.984182,1999-06-08,310940086.0,Austin Powers: The Spy Who Shagged Me,6.1,1034.0,1999,9.422426848484848,Martes,Junio,"['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner', 'Rob Lowe', 'Seth Green', 'Mindy Sterling', 'Verne Troyer', 'Elizabeth Hurley', 'Gia Carides', 'Oliver Muirhead', 'Muse Watson', 'Scott Cooper', 'Kevin Cooney', 'Will Ferrell', 'Faune A. Chambers', 'Douglas Fisher', 'Woody Harrelson']","['Sara Andrews', 'Eric McLeod', 'Jeanne McCarthy', 'Jennifer Todd', 'Suzanne Todd', 'John S. Lyons', 'Demi Moore', 'Ueli Steiger', 'Jay Roach', 'Alec Hammond', 'George S. Clinton', 'Javier Bennassar', 'Frederick Howard', 'Jon Poll', 'Rusty Smith', 'Mike Myers', 'Mike Myers', 'Debra Neil-Fisher', 'Deena Appel', 'Bud Davis', 'Michael McCullers', 'Michèle Burke', 'Keith Marbory', 'David D. Johnson', 'Clay Boss', 'Juel Bestrop']"
33345,0.0,"['Comedy', 'Music', 'Romance']",6.421995,1986-07-02,10090429.0,Under the Cherry Moon,5.7,12.0,1986,0.0,Miércoles,Julio,"['Prince', 'Kristin Scott Thomas', 'Jerome Benton', 'Steven Berkoff', 'Emmanuelle Sallet', 'Alexandra Stewart', 'Francesca Annis', 'Pamela Ludwig']","['Michael Ballhaus', 'Ian Whittaker', 'Richard Sylbert', 'Jose Villaverde', 'Becky Johnston', 'Prince', 'Marie France', 'Éva Gárdos', 'Rebecca Ross', 'Damien Lanfranchi']"
15260,0.0,['Documentary'],1.394174,2007-09-07,0.0,Joy Division,7.7,22.0,2007,0.0,Viernes,Septiembre,"['Anton Corbijn', 'Kevin Cummins', 'Richard Boon', 'Ian Curtis', 'Peter Hook', 'Bernard Sumner', 'Stephen Morris', 'Paul Morley', 'Genesis P-Orridge', 'Peter Saville', 'Tony Wilson', 'Pete Shelley']","['Grant Gee', 'Jon Savage']"
55547,2300000.0,"['Horror', 'Action', 'Thriller']",1.141172,2001-10-30,0.0,Route 666,4.9,13.0,2001,0.0,Martes,Octubre,"['Lou Diamond Phillips', 'Lori Petty', 'Steven Williams', 'L.Q. Jones', 'Dale Midkiff', 'Mercedes Colon', 'Rob Roy Fitzgerald', 'Adam Vernier', 'Chester E. Tripp III', 'Alex McArthur', 'Dick Miller']","['Aaron Griffith', 'Cami Winikoff', 'Thomas Weber', 'William Wesley', 'William Wesley', 'William Wesley', 'Terry Plumeri', 'Scott Fivelson', ""Terence M. O'Keefe"", 'Howard Flaer', 'Philip Lee', 'Erin Farrell', 'William Lakoff']"
13027,80000000.0,"['Mystery', 'Thriller', 'Action']",14.324875,2008-09-25,178066569.0,Eagle Eye,6.3,1038.0,2008,2.2258321125,Jueves,Septiembre,"['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Billy Bob Thornton', 'Ethan Embry', 'Anthony Azizi', 'Cameron Boyce', 'Lynn Cohen', 'Bill Smitrovich', 'Charles Carroll', 'William Sadler', 'Julianne Moore', 'Marc Singer', 'Deborah Strang', 'Madylin Sweeten', 'Nicol Paone', 'Dariush Kashani', 'Nathan Geist']","['Crys Forsyth-Smith', 'Dariusz Wolski', 'Steven Spielberg', 'Cindy Carr', 'Thomas E. Sanders', 'Brian Tyler', 'Sean Haworth', 'Peter Chesney', 'John Glen', 'Jim Berney', 'Dino Dimuro', 'Christopher Assells', 'Per Hallberg', 'Kevin Kavanaugh', 'Alex Kurtzman', 'Roberto Orci', 'Naaman Marshall', 'Larry Blanford', 'Marc Fisichella', 'Patrick Crowley', 'D.J. Caruso', 'Jim Page', 'Domenic Silvestri', 'Jennifer L. Smith', 'Marie-Sylvie Deveau', 'Stefan Sonnenfeld', 'Travis Wright', 'Albert Gasser', 'Linda Rizzuto', 'Cory Mandel', 'Amy L. Disarro', ""Joe 'Jody' Williams"", 'Kimaree Long', 'Christopher Duskin', 'Hillary Seitz', 'Keith Sayer', 'Tricia Wood', 'Christos Moisides', 'Kerry Hayes', 'Jacques Jouffret', 'Ed W. Marsh', 'Robert Q. Mathews', ""Dan O'Connell"", 'Lindsay Good', 'Frederick H. Stahly', 'Greg Baldi', 'Don Lee', 'Kim Lee', 'Ralph Nelson', 'Joe Ondrejko', 'Maurice K. McGuire', 'Bob Beemer', 'Masako Masuda', 'Martha Johnston', 'Jenne Lee', 'Michael Minkler', ""Patrick B. O'Brien"", 'Cari Thomas', 'Karen Golden', 'David B. Nowell', 'Karen Baker Landers', 'Peter Staubli', 'David Sosalla', 'Chris Hogan', 'Nick Monton', 'Steve Rhee', 'Bruce Tanis', 'Dan Hegeman', 'Chris Jargo', 'Deborah Wuliger', 'Martin Schaer', 'Cheryl Eckert', 'Jay Kemp', 'Missy Papageorge', 'Marina Marit', 'Joani Yarbrough', 'Steve Duncan', 'Janice Kinigopoulos', 'Dewaldt Hicks', 'Kristina Vogel', 'Katherine Rees', 'Charlotte Parker', 'Debi Young', 'Lynne K. Eagan', 'Joseph Timothy Conway', 'Michael D. Gianneschi', ""Russell O'Connor"", 'Chris Langevin', 'John J. Slove Jr.', 'Nick Stanton', 'Scott Troha', 'Shane Reed', 'Quentin Matthys', 'Amy Heinz-Barnett', 'Don Parsons', 'David C. Bryant', 'Bob Peitzman', 'Unjoo Lee Byars', 'Crystal Dowd', 'Jim Rygiel', 'Gregg Smrz', 'Roger Meilink', 'Eugene F. Crededio', 'Curtis A. Andrews Jr.', 'Jennifer Jobst', 'Tom Cummins', 'Juan Lopez', 'Jordan Corngold', 'Tom Rebber', 'Kirk Francis', 'Dan McDermott']"
147767,0.0,"['Action', 'Comedy']",0.704637,2012-12-07,126.0,Khiladi 786,4.5,12.0,2012,0.0,Viernes,Diciembre,"['Akshay Kumar', 'Asin Thottumkal', 'Himesh Reshammiya', 'Mithun Chakraborty', 'Raj Babbar', 'Johnny Lever']","['Ashish R. Mohan', 'Himesh Reshammiya', 'Himesh Reshammiya']"
80609,0.0,['Comedy'],0.319967,2001-04-22,0.0,Au Pair II,4.5,8.0,2001,0.0,Domingo,Abril,"['Gregory Harrison', 'Heidi Lenhart', 'Jake Dinwiddie']",['Mark Griffiths']
49982,0.0,['Drama'],1.21693,1989-09-04,0.0,A City of Sadness,7.5,25.0,1989,0.0,Lunes,Septiembre,"['Tony Leung Chiu-Wai', 'Sung Young Chen', 'Wu Nien-Jen', 'Jack Kao Kuo-Hsin', 'Tsai Chen-Nan', 'Kelly Ko']","['Fu-Sheng Chiu', 'Hou Hsiao-hsien', 'Chu Tien-Wen', 'Wu Nien-Jen', 'Chang Tso-chi', 'Chen Hwai-En', 'Tu Duu-chih', 'Ching-an Yang', 'Tien-sheng Sung']"
11144,0.0,"['Action', 'Comedy']",2.666812,1978-09-15,0.0,They Called Him Bulldozer,6.7,61.0,1978,0.0,Viernes,Septiembre,"['Bud Spencer', 'Raimund Harmstorf', ""Ottaviano Dell'Acqua"", 'Enzo Santaniello', 'Marco Stefanelli', 'Reinhard Kolldehoff', 'Giovanni Vettorazzo', 'Joe Bugner', 'Nando Paone', 'Riccardo Pizzuti', 'Claudio Ruffini', 'Romano Puppo', 'Giovanni Cianfriglia', 'Luigi Bonos', 'Totò Mignone', 'Gigi Reder', 'Carlo Reali', 'Vincenzo Maggio', 'Marcello Verziera', ""Roberto Dell'Acqua"", 'Nello Pazzafini', 'Piero Del Papa', 'Luciano Bonanni', 'Fortunato Arena', 'Artemio Antonini', 'Osiride Pevarello', 'Giancarlo Bastianoni', 'Pietro Torrisi', 'Renato Chiantoni']","['Michele Lupo', 'Elio Scardamaglia', 'Horst Wendlandt', 'Guido De Angelis', 'Maurizio De Angelis', 'Rainer Brandt']"
268413,0.0,"['Crime', 'Action', 'Drama']",0.967731,2014-05-08,0.0,Antidote,6.0,8.0,2014,0.0,Jueves,Mayo,"['Tolga Akdoğan', 'Ali Aksöz', 'Cüneyt Arkın', 'Atıf Emir Benderlioğlu', 'Emin Boztepe', 'Levent Can', 'Edoardo Costa', 'Florence Eugene']",['Alper Çağlar']
53380,0.0,['Documentary'],1.143004,1998-01-18,39842.0,Divine Trash,7.4,13.0,1998,0.0,Domingo,Enero,"['John Waters', 'Divine', 'Mary Vivian Pearce', 'Mink Stole', 'Herschell Gordon Lewis', 'Steve Buscemi', 'George Kuchar', 'Mike Kuchar', 'Jim Jarmusch', 'Paul Morrissey', 'David O. Russell', 'Hal Hartley', 'Robert Shaye', 'Stephen Winter']",['Steve Yeager']
10525,0.0,"['Comedy', 'Drama', 'Romance']",16.236745,1995-05-19,0.0,Forget Paris,6.1,38.0,1995,0.0,Viernes,Mayo,"['Billy Crystal', 'Debra Winger', 'Joe Mantegna', 'Cynthia Stevenson', 'Richard Masur', 'Julie Kavner', 'John Spencer', 'Mary Ann Hermansen', 'Bill Laimbeer', 'John Starks', 'Charles Barkley', 'David Robinson', 'Dan Majerle', 'Kevin Johnson', 'Paul Westphal', 'Sean Elliott', 'Patrick Ewing', 'Tim Hardaway', 'Kareem Abdul-Jabbar', 'Reggie Miller', 'Chris Mullin', 'Charles Oakley', 'Kurt Rambis', 'Isiah Thomas', 'Marques Johnson', 'Rush Limbaugh', 'David Sanborn', 'Spud Webb', 'Jay Rasumny', 'Robert Costanzo', 'Emmy Smith', 'Lisa Rieffel']","['Billy Crystal', 'Billy Crystal', 'Lowell Ganz', 'Babaloo Mandel', 'Billy Crystal', 'Peter Schindler', 'Marc Shaiman', 'Don Burgess', 'Kent Beyda']"
11085,19000000.0,"['Adventure', 'Drama', 'History']",5.857488,1962-11-08,13680000.0,Mutiny on the Bounty,6.5,68.0,1962,0.72,Jueves,Noviembre,"['Trevor Howard', 'Marlon Brando', 'Richard Harris', 'Hugh Griffith', 'Percy Herbert', 'Gordon Jackson', 'Chips Rafferty', 'Noel Purcell', 'Eddie Byrne', 'Tim Seely']","['Lewis Milestone', 'Henry Grace', 'Charles Lederer', 'Robert Surtees', 'Hugh Hunt', 'Moss Mabry', 'Bronislau Kaper', 'John McSweeney Jr.', 'Aaron Rosenberg', 'Charles Nordhoff']"
69072,0.0,['Comedy'],1e-06,1991-01-01,0.0,Sam Kinison: Family Entertainment Hour,2.0,1.0,1991,0.0,Martes,Enero,"['Sam Kinison', 'Arthur Eckdahl', 'Randy Hansen', 'Paul Henderson', 'Ice-T', 'Bill Kinison', 'Malika Kinison', 'Sally Marr', 'Pat McCormick', 'Sabrina Souiri']","['Brent Carpenter', 'Sam Kinison', 'Sam Kinison', 'Wylleen May', 'Walter C. Miller', 'Walter C. Miller']"
330421,0.0,"['Crime', 'Drama', 'Family', 'Thriller']",0.569463,2015-07-03,14000000.0,Papanasam,7.4,13.0,2015,0.0,Viernes,Julio,"['Kamal Haasan', 'Gowthami', 'Kalabhavan Mani', 'Asha Sarath', 'Niveda Thomas', 'Anant Mahadevan', 'Esther Anil', 'Roshan Basheer', 'Charle', 'Delhi Ganesh', 'M. S. Bhaskar', 'Shanthi Williams', 'Vaiyapuri', 'Ilavarasu', 'Arul Dass', 'Sree Raam']","['Suresh Balaje', 'Sujith Vasudev', 'George Pius Tharayil', 'M. Ghibran', 'Jeyamohan', 'Jeethu Joseph', 'Jeethu Joseph', 'Jeethu Joseph', 'Rembon Balraj', 'Pranav Mohanlal', 'Ayoob Khan', 'Sripriya Raj Kumar', 'Rajkumar Sethupathy', 'Lakshmi Kanthan', 'Jack Blume', 'Martin Higgins']"
303296,0.0,,0.041642,2006-10-24,0.0,M for Mother,5.0,1.0,2006,0.0,Martes,Octubre,['Golshifteh Farahani'],['Rasool Mollagholi Poor']
104720,0.0,['Drama'],0.732319,1947-10-10,0.0,Forever Amber,5.7,3.0,1947,0.0,Viernes,Octubre,"['Linda Darnell', 'Cornel Wilde', 'Richard Greene', 'George Sanders', 'Glenn Langan', 'Richard Haydn', 'Jessica Tandy', 'Anne Revere', 'John Russell', 'Jane Ball', 'Robert Coote', 'Leo G. Carroll', 'Natalie Draper', 'Margaret Wycherly', 'Alma Kruger', 'Billy Ward', 'Edmund Breon', 'Alan Napier', 'Norma Varden', 'Ellen Corby', 'Edith Evanson', 'Will Stanton']","['Otto Preminger', 'Lyle R. Wheeler', 'Darryl F. Zanuck', 'Thomas Little', 'Ring Lardner, Jr.', 'Leon Shamroy', 'David Raksin', 'William Perlberg', 'Ben Nye', 'René Hubert', 'Philip Dunne', 'Jerome Cady', 'Kathleen Winsor']"
81086,0.0,['Comedy'],0.428519,2005-03-24,0.0,Sex Up Your Life!,6.4,4.0,2005,0.0,Jueves,Marzo,"['André Kaminski', 'Jacob Matschenz', 'Jonas Jägermeyr', 'Susan Hoecke', 'Thorsten Feller', 'Florian Gärtner', 'Zoe Weiland', 'Mareike Lindenmeyer', 'Sabine Kaack', 'Marcus Kaloff', 'David Montero', 'Eva Weißenborn']","['Florian Gärtner', 'Florian Gärtner', 'Jakob Hilpert']"
47818,0.0,"['Drama', 'Romance']",1.355189,1988-07-21,6264058.0,A Night in the Life of Jimmy Reardon,4.9,16.0,1988,0.0,Jueves,Julio,"['River Phoenix', 'Ann Magnuson', 'Meredith Salenger', 'Ione Skye', 'Louanne', 'Matthew Perry', 'Paul Koslo', 'Jason Court', 'Johnny Galecki']","['William Richert', 'William Richert']"
5256,0.0,"['Action', 'Thriller']",1.418634,2003-03-26,0.0,Momentum,6.2,3.0,2003,0.0,Miércoles,Marzo,"['Louis Gossett, Jr.', 'Teri Hatcher', 'Grayson McCouch', 'Michael Massee', 'Nicki Aycox', 'Carmen Argenziano', 'Morocco Omari', 'Zahn McClarnon', 'Daniel Dae Kim', 'Alexondra Lee', 'Zach Galligan']","['James Seale', 'Deverin Karol', 'Lisa M. Hansen', 'Paul Hertzberg', 'Joseph Williams', 'Maximo Munzi', 'Mark S. Manos', 'Fern Champion', 'Timothy Roberts', 'Dick Gardner', 'Jennifer Knepshield', 'Anita Cabada', 'Erika Munro', 'Lou Carlucci', 'Phillip Palousek', 'Simone Almekias-Siegl']"
68752,0.0,['Drama'],0.542289,1988-01-01,0.0,Judgment in Berlin,6.7,3.0,1988,0.0,Viernes,Enero,"['Sean Penn', 'Martin Sheen', 'Sam Wanamaker', 'Cristine Rose', 'Heinz Hoenig', 'Jürgen Heinrich', 'Max Gail', 'Jutta Speidel']",['Leo Penn']
54568,0.0,['Drama'],0.956142,1946-03-12,0.0,To Each His Own,5.2,3.0,1946,0.0,Martes,Marzo,"['Olivia de Havilland', 'Mary Anderson', 'Roland Culver', 'Phillip Terry', 'Bill Goodwin', 'Virginia Welles', 'Victoria Horne', 'John Lund', 'Griff Barnett', 'Billy Ward', 'Frank Faylen', 'Alma Macrorie', 'Chester Clute', 'Willard Robertson', 'Arthur Loft', 'Virginia Farmer', 'Ida Moore', 'Billy Gray', 'Gary Gray', 'Gigi Perreau', 'Gino Corrado', 'Julia Faye']","['Edith Head', 'Daniel L. Fapp', 'Sam Comer', 'Charles Brackett', 'Charles Brackett', 'Hans Dreier', 'Victor Young', 'Roland Anderson', 'Alma Macrorie', 'Mitchell Leisen', 'Jacques Théry']"
337154,3200000.0,"['Comedy', 'Drama']",5.510288,2016-04-05,4267218.0,The Meddler,6.0,89.0,2016,1.333505625,Martes,Abril,"['Susan Sarandon', 'Rose Byrne', 'J.K. Simmons', 'Cecily Strong', 'Jerrod Carmichael', 'Jason Ritter', 'Billy Magnussen', 'Lucy Punch', 'Michael McKean', 'Sarah Baker', 'Amy Landecker', 'Casey Wilson', 'Megalyn Echikunwoke', 'Lou Volpe', 'Tony Amendola', 'Robert Picardo', 'Irina Maleeva', 'Tehya Santos', 'Rebecca Drysdale', 'Randall Park', 'Bill Fagerbakke', 'Marques Ray', 'Corey Reynolds', 'Shiri Appleby', 'Harry Hamlin', 'Laura San Giacomo', 'Daniel Maurio', 'Beverly Mitchell', 'Despina Demetriou']","['Lorene Scafaria', 'Lorene Scafaria', 'Brett Pawlak', 'Kayla Emter', 'Jonathan Sadoff', 'Chris L. Spellman', 'Annie Bloom', 'Karuna Karmarkar']"
